iter	Logloss
333	0.09075114457
334	0.09072573463
335	0.09063381563
336	0.09058156527
337	0.09053327737
338	0.09051045821
339	0.09046069879
340	0.09043244161
341	0.09033475643
342	0.09026581503
343	0.09020892007
344	0.09018239636
345	0.09015573595
346	0.09011172799
347	0.09004699076
348	0.09001758869
349	0.0899935868
350	0.08998595358
351	0.08996755991
352	0.08993599481
353	0.08985449356
354	0.08982002977
355	0.08975260415
356	0.08971947672
357	0.08967531273
358	0.08965926567
359	0.08957769822
360	0.0894714503
361	0.0893956804
362	0.08938552531
363	0.08934715144
364	0.08925805428
365	0.08919124838
366	0.08916093816
367	0.0891380058
368	0.08912305192
369	0.08909112395
370	0.08903351942
371	0.08894932146
372	0.08891856183
373	0.08888359595
374	0.08886005415
375	0.08881785649
376	0.08878291192
377	0.08875114747
378	0.08870735464
379	0.08867423849
380	0.08861969902
381	0.08860061131
382	0.0885682828
383	0.08853582227
384	0.08852319383
385	0.08851408134
386	0.08850772625
387	0.08842275328
388	0.08835929045
389	0.08835590355
390	0.08832725285
391	0.08830318467
392	0.08826852421
393	0.08822876104
394	0.08819866348
395	0.08816814756
396	0.08813867482
397	0.08809477357
398	0.08806784939
399	0.088020346
400	0.08799279621
401	0.08794818756
402	0.08791721269
403	0.08787458729
404	0.08786776108
405	0.08784457398
406	0.08782476441
407	0.08778944291
408	0.08774088194
409	0.08770729752
410	0.0876723441
411	0.08765239604
412	0.08762536047
413	0.08758739787
414	0.0875789414
415	0.08755341087
416	0.08753766358
417	0.08752716413
418	0.08752648269
419	0.08749917803
420	0.0874598654
421	0.08745094981
422	0.08743099729
423	0.08739265262
424	0.08737867329
425	0.08734923078
426	0.08733722
427	0.08731444596
428	0.08730146974
429	0.08728642499
430	0.08726786172
431	0.08725987031
432	0.08722222532
433	0.08720464785
434	0.08720454343
435	0.08712724117
436	0.08709258163
437	0.08704602363
438	0.08703480512
439	0.0870265456
440	0.0870071241
441	0.08698484393
442	0.08697292243
443	0.08696232427
444	0.08695089516
445	0.08692411489
446	0.08689729193
447	0.08687297198
448	0.08686615092
449	0.0868389644
450	0.08682304788
451	0.08680838412
452	0.0867894829
453	0.0867780627
454	0.08674537235
455	0.08672684954
456	0.08671090959
457	0.08668862215
458	0.08667444667
459	0.08663236006
460	0.08661741865
461	0.08660038173
462	0.08658669263
463	0.08656872153
464	0.08655065076
465	0.08650509192
466	0.0865025265
467	0.08649254956
468	0.08645884581
469	0.08644794885
470	0.08643048574
471	0.08642148219
472	0.08640665846
473	0.08639471564
474	0.08638031073
475	0.08634094626
476	0.08632796244
477	0.08632236368
478	0.08630329385
479	0.08628999682
480	0.08627838492
481	0.08626729999
482	0.08625573027
483	0.08624006112
484	0.08622680038
485	0.08618565619
486	0.08615339146
487	0.08614432064
488	0.08614432064
489	0.08611083213
490	0.08607768272
491	0.08602019764
492	0.08601232534
493	0.08598155537
494	0.08595636908
495	0.08595094412
496	0.08593911549
497	0.08592238756
498	0.08591106869
499	0.08588409581
500	0.08586431213
501	0.08584039094
502	0.08583500468
503	0.08581139098
504	0.08581160222
505	0.08579787825
506	0.08576512212
507	0.08574368314
508	0.0857232052
509	0.08569890205
510	0.08568774396
511	0.08566455852
512	0.08562894759
513	0.08562894759
514	0.08560351656
515	0.08560365899
516	0.08560337894
517	0.08560331012
518	0.0855948628
519	0.08558828778
520	0.08556472775
521	0.0855630884
522	0.0855462729
523	0.08553629259
524	0.08552997939
525	0.08552437674
526	0.08550211846
527	0.08548144025
528	0.08546734438
529	0.0854498899
530	0.08543413867
531	0.08541536719
532	0.08539806468
533	0.08537224723
534	0.08536635721
535	0.08535364253
536	0.08535353891
537	0.08534843635
538	0.08534847659
539	0.08532457644
540	0.08532457644
541	0.0853252488
542	0.08531035265
543	0.08531084858
544	0.08529383264
545	0.08528722288
546	0.08527173856
547	0.0852623243
548	0.08524880562
549	0.08523070342
550	0.08522182835
551	0.08521649346
552	0.08520262398
553	0.08518504913
554	0.08516728802
555	0.08516744817
556	0.08514479392
557	0.08513236203
558	0.08512596522
559	0.0851070624
560	0.08509660376
561	0.08509660376
562	0.08509622614
563	0.08509593763
564	0.08507886745
565	0.08506531654
566	0.08505795657
567	0.08504688078
568	0.08504052055
569	0.08502132213
570	0.0850137428
571	0.08501198325
572	0.08501258217
573	0.08499831529
574	0.08499239109
575	0.08498489355
576	0.08497117684
577	0.08495967411
578	0.0849532601
579	0.08494419779
580	0.08494382098
581	0.08494415613
582	0.08494415693
583	0.08494418871
584	0.08494361008
585	0.08491700173
586	0.08491705826
587	0.08491184025
588	0.08488847083
589	0.08488830446
590	0.08487935069
591	0.08487239331
592	0.0848639781
593	0.08485818861
594	0.08484861564
595	0.08484829374
596	0.08483079137
597	0.08481740667
598	0.0848168697
599	0.08481170382
600	0.08480486653
601	0.0847831751
602	0.08477673897
603	0.08477179565
604	0.08477040497
605	0.08477001267
606	0.0847458276
607	0.08473117281
608	0.08471282547
609	0.08470068959
610	0.08470100685
611	0.08469278499
612	0.08468915799
613	0.0846804605
614	0.08467614256
615	0.08467207519
616	0.08466090823
617	0.08465379489
618	0.08465331285
619	0.08464766122
620	0.08464727371
621	0.08463608944
622	0.08462185434
623	0.08462256391
624	0.08462243857
625	0.08461437286
626	0.08460712571
627	0.08460050772
628	0.08460067632
629	0.08457812369
630	0.08457248972
631	0.08457244949
632	0.08457176604
633	0.08456641269
634	0.08455866796
635	0.08455194595
636	0.08455073336
637	0.08454630249
638	0.08454630249
639	0.08452934571
640	0.08452919625
641	0.08452825452
642	0.08452764634
643	0.08451737408
644	0.08451777485
645	0.08450727666
646	0.08450728289
647	0.08450682417
648	0.08450722653
649	0.08450658035
650	0.0845006422
651	0.08449786531
652	0.08447656121
653	0.08447476126
654	0.08447476126
655	0.08447476126
656	0.08446947038
657	0.08444918185
658	0.08444864381
659	0.08443261269
660	0.0844323783
661	0.08443196651
662	0.08442845907
663	0.08442247406
664	0.08442247406
665	0.08442247406
666	0.08440847958
667	0.08440826834
668	0.08440860109
669	0.08440856085
670	0.08440046468
671	0.08438201389
672	0.08437810952
673	0.08436933589
674	0.0843546942
675	0.08434385697
676	0.08432369178
677	0.08430976314
678	0.08430408996
679	0.08428129992
680	0.08426456952
681	0.0842587402
682	0.08425880638
683	0.08424443497
684	0.08423960036
685	0.08422020161
686	0.08420465453
687	0.08419957833
688	0.08417922979
689	0.08417861595
690	0.08416854133
691	0.08416817658
692	0.08414849228
693	0.08413732282
694	0.08413724377
695	0.08412597886
696	0.08412554832
697	0.08411327235
698	0.08411248008
699	0.08411103539
700	0.08411036
701	0.0841101427
702	0.08411000587
703	0.0841073046
704	0.08409913675
705	0.08409888768
706	0.08407982368
707	0.08407982368
708	0.08406314804
709	0.08404627579
710	0.08404640153
711	0.08403244837
712	0.08403228822
713	0.0840278478
714	0.08401688123
715	0.08398926114
716	0.08398566014
717	0.08397835521
718	0.08396238337
719	0.08395464635
720	0.08395475077
721	0.0839538223
722	0.08394575928
723	0.08394384359
724	0.0839344862
725	0.08392746286
726	0.08392644546
727	0.08391381811
728	0.08391384909
729	0.08390101706
730	0.08389191361
731	0.08387988466
732	0.08387944526
733	0.08386947597
734	0.08386897198
735	0.08386487249
736	0.08385809846
737	0.08385774879
738	0.08384241319
739	0.08383182155
740	0.08383182155
741	0.08382126449
742	0.08381872456
743	0.08380537307
744	0.08380453559
745	0.08379628978
746	0.08379603185
747	0.0837964485
748	0.08379375214
749	0.08378389916
750	0.08378061383
751	0.08376910418
752	0.08375826044
753	0.08374658818
754	0.08374300428
755	0.08374284413
756	0.08373750793
757	0.08373250689
758	0.0837325781
759	0.08373061977
760	0.08373061051
761	0.08371437856
762	0.0837042389
763	0.08370418277
764	0.08369672953
765	0.08369253647
766	0.0836924916
767	0.08369205117
768	0.08369207409
769	0.08369132892
770	0.08368445853
771	0.08368435794
772	0.08367824078
773	0.08367414112
774	0.0836715074
775	0.08366170237
776	0.08365864417
777	0.08365832427
778	0.08365718616
779	0.08364064301
780	0.08363047408
781	0.08362045953
782	0.08360850682
783	0.08360158185
784	0.08360158185
785	0.08360129054
786	0.08360106644
787	0.083585862
788	0.0835848997
789	0.08358162928
790	0.08356734543
791	0.08356536807
792	0.08356465467
793	0.0835619966
794	0.08355473076
795	0.08354825554
796	0.08354404888
797	0.08353474973
798	0.08352938404
799	0.08352934803
800	0.0835276937
801	0.08352555757
802	0.08352024966
803	0.08350650574
804	0.08350113228
805	0.08349888058
806	0.08349867796
807	0.08349865705
808	0.08349860292
809	0.08348948466
810	0.08347947588
811	0.08347043689
812	0.08346600116
813	0.08346636449
814	0.08346601402
815	0.08346644656
816	0.08346593029
817	0.08345891119
818	0.08345891119
819	0.08345891119
820	0.08345940871
821	0.08345875567
822	0.08345808125
823	0.08345786075
824	0.08345165604
825	0.08344767199
826	0.08344261894
827	0.08344088739
828	0.08343192294
829	0.0834318831
830	0.0834318831
831	0.0834318831
832	0.08343098081
833	0.08342997449
834	0.08342209151
835	0.08341947202
836	0.08341440827
837	0.08340538026
838	0.08339455435
839	0.08338370169
840	0.08338245756
841	0.08338284683
842	0.08338297137
843	0.08338299069
844	0.08338144255
845	0.08338015521
846	0.08336792874
847	0.08336467147
848	0.08336436363
849	0.08336094702
850	0.0833602982
851	0.08334854102
852	0.08333751753
853	0.08332392107
854	0.08332216026
855	0.08331531496
856	0.08330513872
857	0.08330442915
858	0.08330380749
859	0.0832975039
860	0.08329176299
861	0.08329148917
862	0.08328523199
863	0.08328275224
864	0.08328265748
865	0.08328254763
866	0.08327337227
867	0.08327337227
868	0.08327189192
869	0.08326423086
870	0.08326415502
871	0.08325267418
872	0.08325299144
873	0.08324220216
874	0.08323790914
875	0.08323804231
876	0.08323804231
877	0.08323769727
878	0.08323769727
879	0.08323821109
880	0.08323792943
881	0.08323648932
882	0.08323631409
883	0.08323554719
884	0.08323545163
885	0.08323533172
886	0.08323426465
887	0.08322912609
888	0.08322202315
889	0.08322037231
890	0.08321825743
891	0.08320673355
892	0.08320421751
893	0.08320353766
894	0.08319670391
895	0.08319688195
896	0.08319708353
897	0.08319661235
898	0.08319268346
899	0.08319259453
900	0.08319206522
901	0.0831922664
902	0.08319220022
903	0.08319220022
904	0.08319007923
905	0.08317742953
906	0.08317740981
907	0.08317764317
908	0.08317697304
909	0.08317697304
910	0.08317697304
911	0.08317697304
912	0.08317736614
913	0.08316614135
914	0.08315699172
915	0.08315653723
916	0.08315247659
917	0.08315247659
918	0.08315247659
919	0.08315329058
920	0.08314648215
921	0.08313508698
922	0.08313455865
923	0.0831311813
924	0.08312941586
925	0.08312958767
926	0.0831290191
927	0.08312786836
928	0.08312419963
929	0.08312299339
930	0.08311195732
931	0.08310533682
932	0.08309526871
933	0.083094979
934	0.08309461607
935	0.08309441026
936	0.08309449999
937	0.08309180111
938	0.08308745745
939	0.08308356823
940	0.08308352919
941	0.08308326445
942	0.08307941203
943	0.08307941283
944	0.08307969992
945	0.08307051433
946	0.08306094472
947	0.08305846206
948	0.08305846206
949	0.08305846206
950	0.08305865941
951	0.08305865941
952	0.08305809187
953	0.08304865378
954	0.08304695419
955	0.08304685782
956	0.08304669808
957	0.08304652284
958	0.08304652284
959	0.08303713802
960	0.08303710744
961	0.08303648257
962	0.08303618863
963	0.08302597615
964	0.08302603148
965	0.08302603651
966	0.08302573473
967	0.08302273528
968	0.08302343902
969	0.08302179453
970	0.08301016914
971	0.08301015022
972	0.08300984382
973	0.08299263447
974	0.08299240814
975	0.08299051714
976	0.08298545711
977	0.082985779
978	0.08298590394
979	0.08298556856
980	0.08298556856
981	0.08298569933
982	0.08298566995
983	0.08298252082
984	0.08297730573
985	0.08297730573
986	0.0829773007
987	0.0829773007
988	0.0829766744
989	0.08297684158
990	0.0829771705
991	0.08297677357
992	0.08297692062
993	0.08297595415
994	0.08297316091
995	0.08297316091
996	0.0829733118
997	0.08296666117
998	0.08295233313
999	0.08295157407
